# emoji-sequences.txt
# Date: 2024-05-01, 21:25:24 GMT
# © 2024 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Emoji Sequence Data for UTS #51
# Version: 16.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field, one of the following:
#       Basic_Emoji
#       Emoji_Keycap_Sequence
#       RGI_Emoji_Flag_Sequence
#       RGI_Emoji_Tag_Sequence
#       RGI_Emoji_Modifier_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# For the purpose of regular expressions, each of the type fields defines the name of
# a binary property of strings. The short name of each property is the same as the long name.
#
# For the purpose of regular expressions, the property RGI_Emoji is defined as
# a binary property of strings corresponding to ED-27 in UTS #51 Unicode Emoji.
# That is, it is the union of the above properties plus RGI_Emoji_ZWJ_Sequence,
# whose data is in emoji-zwj-sequences.txt.
# The short name of RGI_Emoji is the same as the long name.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# Basic_Emoji

231A..231B    ; Basic_Emoji                  ; watch..hourglass done                                          # E0.6   [2] (⌚..⌛)
1F9BB 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; ear with hearing aid: light skin tone                          # E12.0  [1] (🦻🏻)
1F9BB 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; ear with hearing aid: medium-light skin tone                   # E12.0  [1] (🦻🏼)
1F9BB 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; ear with hearing aid: medium skin tone                         # E12.0  [1] (🦻🏽)
1F9BB 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; ear with hearing aid: medium-dark skin tone                    # E12.0  [1] (🦻🏾)
1F9BB 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; ear with hearing aid: dark skin tone                           # E12.0  [1] (🦻🏿)
1F9CD 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person standing: light skin tone                               # E12.0  [1] (🧍🏻)
1F9CD 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person standing: medium-light skin tone                        # E12.0  [1] (🧍🏼)
1F9CD 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person standing: medium skin tone                              # E12.0  [1] (🧍🏽)
1F9CD 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person standing: medium-dark skin tone                         # E12.0  [1] (🧍🏾)
1F9CD 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person standing: dark skin tone                                # E12.0  [1] (🧍🏿)
1F9CE 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person kneeling: light skin tone                               # E12.0  [1] (🧎🏻)
1F9CE 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person kneeling: medium-light skin tone                        # E12.0  [1] (🧎🏼)
1F9CE 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person kneeling: medium skin tone                              # E12.0  [1] (🧎🏽)
1F9CE 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person kneeling: medium-dark skin tone                         # E12.0  [1] (🧎🏾)
1F9CE 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person kneeling: dark skin tone                                # E12.0  [1] (🧎🏿)
1F9CF 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; deaf person: light skin tone                                   # E12.0  [1] (🧏🏻)
1F9CF 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; deaf person: medium-light skin tone                            # E12.0  [1] (🧏🏼)
1F9CF 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; deaf person: medium skin tone                                  # E12.0  [1] (🧏🏽)
1F9CF 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; deaf person: medium-dark skin tone                             # E12.0  [1] (🧏🏾)
1F9CF 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; deaf person: dark skin tone                                    # E12.0  [1] (🧏🏿)
1F9D1 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person: light skin tone                                        # E5.0   [1] (🧑🏻)
1F9D1 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person: medium-light skin tone                                 # E5.0   [1] (🧑🏼)
1F9D1 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person: medium skin tone                                       # E5.0   [1] (🧑🏽)
1F9D1 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person: medium-dark skin tone                                  # E5.0   [1] (🧑🏾)
1F9D1 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person: dark skin tone                                         # E5.0   [1] (🧑🏿)
1F9D2 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; child: light skin tone                                         # E5.0   [1] (🧒🏻)
1F9D2 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; child: medium-light skin tone                                  # E5.0   [1] (🧒🏼)
1F9D2 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; child: medium skin tone                                        # E5.0   [1] (🧒🏽)
1F9D2 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; child: medium-dark skin tone                                   # E5.0   [1] (🧒🏾)
1F9D2 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; child: dark skin tone                                          # E5.0   [1] (🧒🏿)
1F9D3 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; older person: light skin tone                                  # E5.0   [1] (🧓🏻)
1F9D3 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; older person: medium-light skin tone                           # E5.0   [1] (🧓🏼)
1F9D3 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; older person: medium skin tone                                 # E5.0   [1] (🧓🏽)
1F9D3 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; older person: medium-dark skin tone                            # E5.0   [1] (🧓🏾)
1F9D3 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; older person: dark skin tone                                   # E5.0   [1] (🧓🏿)
1F9D4 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person: light skin tone, beard                                 # E5.0   [1] (🧔🏻)
1F9D4 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person: medium-light skin tone, beard                          # E5.0   [1] (🧔🏼)
1F9D4 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person: medium skin tone, beard                                # E5.0   [1] (🧔🏽)
1F9D4 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person: medium-dark skin tone, beard                           # E5.0   [1] (🧔🏾)
1F9D4 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person: dark skin tone, beard                                  # E5.0   [1] (🧔🏿)
1F9D5 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; woman with headscarf: light skin tone                          # E5.0   [1] (🧕🏻)
1F9D5 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; woman with headscarf: medium-light skin tone                   # E5.0   [1] (🧕🏼)
1F9D5 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; woman with headscarf: medium skin tone                         # E5.0   [1] (🧕🏽)
1F9D5 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; woman with headscarf: medium-dark skin tone                    # E5.0   [1] (🧕🏾)
1F9D5 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; woman with headscarf: dark skin tone                           # E5.0   [1] (🧕🏿)
1F9D6 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person in steamy room: light skin tone                         # E5.0   [1] (🧖🏻)
1F9D6 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person in steamy room: medium-light skin tone                  # E5.0   [1] (🧖🏼)
1F9D6 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person in steamy room: medium skin tone                        # E5.0   [1] (🧖🏽)
1F9D6 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person in steamy room: medium-dark skin tone                   # E5.0   [1] (🧖🏾)
1F9D6 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person in steamy room: dark skin tone                          # E5.0   [1] (🧖🏿)
1F9D7 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person climbing: light skin tone                               # E5.0   [1] (🧗🏻)
1F9D7 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person climbing: medium-light skin tone                        # E5.0   [1] (🧗🏼)
1F9D7 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person climbing: medium skin tone                              # E5.0   [1] (🧗🏽)
1F9D7 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person climbing: medium-dark skin tone                         # E5.0   [1] (🧗🏾)
1F9D7 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person climbing: dark skin tone                                # E5.0   [1] (🧗🏿)
1F9D8 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person in lotus position: light skin tone                      # E5.0   [1] (🧘🏻)
1F9D8 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person in lotus position: medium-light skin tone               # E5.0   [1] (🧘🏼)
1F9D8 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person in lotus position: medium skin tone                     # E5.0   [1] (🧘🏽)
1F9D8 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person in lotus position: medium-dark skin tone                # E5.0   [1] (🧘🏾)
1F9D8 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person in lotus position: dark skin tone                       # E5.0   [1] (🧘🏿)
1F9D9 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; mage: light skin tone                                          # E5.0   [1] (🧙🏻)
1F9D9 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; mage: medium-light skin tone                                   # E5.0   [1] (🧙🏼)
1F9D9 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; mage: medium skin tone                                         # E5.0   [1] (🧙🏽)
1F9D9 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; mage: medium-dark skin tone                                    # E5.0   [1] (🧙🏾)
1F9D9 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; mage: dark skin tone                                           # E5.0   [1] (🧙🏿)
1F9DA 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; fairy: light skin tone                                         # E5.0   [1] (🧚🏻)
1F9DA 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; fairy: medium-light skin tone                                  # E5.0   [1] (🧚🏼)
1F9DA 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; fairy: medium skin tone                                        # E5.0   [1] (🧚🏽)
1F9DA 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; fairy: medium-dark skin tone                                   # E5.0   [1] (🧚🏾)
1F9DA 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; fairy: dark skin tone                                          # E5.0   [1] (🧚🏿)
1F9DB 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; vampire: light skin tone                                       # E5.0   [1] (🧛🏻)
1F9DB 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; vampire: medium-light skin tone                                # E5.0   [1] (🧛🏼)
1F9DB 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; vampire: medium skin tone                                      # E5.0   [1] (🧛🏽)
1F9DB 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; vampire: medium-dark skin tone                                 # E5.0   [1] (🧛🏾)
1F9DB 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; vampire: dark skin tone                                        # E5.0   [1] (🧛🏿)
1F9DC 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; merperson: light skin tone                                     # E5.0   [1] (🧜🏻)
1F9DC 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; merperson: medium-light skin tone                              # E5.0   [1] (🧜🏼)
1F9DC 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; merperson: medium skin tone                                    # E5.0   [1] (🧜🏽)
1F9DC 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; merperson: medium-dark skin tone                               # E5.0   [1] (🧜🏾)
1F9DC 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; merperson: dark skin tone                                      # E5.0   [1] (🧜🏿)
1F9DD 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; elf: light skin tone                                           # E5.0   [1] (🧝🏻)
1F9DD 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; elf: medium-light skin tone                                    # E5.0   [1] (🧝🏼)
1F9DD 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; elf: medium skin tone                                          # E5.0   [1] (🧝🏽)
1F9DD 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; elf: medium-dark skin tone                                     # E5.0   [1] (🧝🏾)
1F9DD 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; elf: dark skin tone                                            # E5.0   [1] (🧝🏿)
1FAC3 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; pregnant man: light skin tone                                  # E14.0  [1] (🫃🏻)
1FAC3 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; pregnant man: medium-light skin tone                           # E14.0  [1] (🫃🏼)
1FAC3 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; pregnant man: medium skin tone                                 # E14.0  [1] (🫃🏽)
1FAC3 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; pregnant man: medium-dark skin tone                            # E14.0  [1] (🫃🏾)
1FAC3 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; pregnant man: dark skin tone                                   # E14.0  [1] (🫃🏿)
1FAC4 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; pregnant person: light skin tone                               # E14.0  [1] (🫄🏻)
1FAC4 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; pregnant person: medium-light skin tone                        # E14.0  [1] (🫄🏼)
1FAC4 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; pregnant person: medium skin tone                              # E14.0  [1] (🫄🏽)
1FAC4 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; pregnant person: medium-dark skin tone                         # E14.0  [1] (🫄🏾)
1FAC4 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; pregnant person: dark skin tone                                # E14.0  [1] (🫄🏿)
1FAC5 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person with crown: light skin tone                             # E14.0  [1] (🫅🏻)
1FAC5 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person with crown: medium-light skin tone                      # E14.0  [1] (🫅🏼)
1FAC5 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person with crown: medium skin tone                            # E14.0  [1] (🫅🏽)
1FAC5 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person with crown: medium-dark skin tone                       # E14.0  [1] (🫅🏾)
1FAC5 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person with crown: dark skin tone                              # E14.0  [1] (🫅🏿)
1FAF0 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; hand with index finger and thumb crossed: light skin tone      # E14.0  [1] (🫰🏻)
1FAF0 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; hand with index finger and thumb crossed: medium-light skin tone #E14.0 [1] (🫰🏼)
1FAF0 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; hand with index finger and thumb crossed: medium skin tone     # E14.0  [1] (🫰🏽)
1FAF0 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; hand with index finger and thumb crossed: medium-dark skin tone #E14.0  [1] (🫰🏾)
1FAF0 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; hand with index finger and thumb crossed: dark skin tone       # E14.0  [1] (🫰🏿)
1FAF1 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; rightwards hand: light skin tone                               # E14.0  [1] (🫱🏻)
1FAF1 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; rightwards hand: medium-light skin tone                        # E14.0  [1] (🫱🏼)
1FAF1 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; rightwards hand: medium skin tone                              # E14.0  [1] (🫱🏽)
1FAF1 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; rightwards hand: medium-dark skin tone                         # E14.0  [1] (🫱🏾)
1FAF1 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; rightwards hand: dark skin tone                                # E14.0  [1] (🫱🏿)
1FAF2 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; leftwards hand: light skin tone                                # E14.0  [1] (🫲🏻)
1FAF2 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; leftwards hand: medium-light skin tone                         # E14.0  [1] (🫲🏼)
1FAF2 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; leftwards hand: medium skin tone                               # E14.0  [1] (🫲🏽)
1FAF2 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; leftwards hand: medium-dark skin tone                          # E14.0  [1] (🫲🏾)
1FAF2 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; leftwards hand: dark skin tone                                 # E14.0  [1] (🫲🏿)
1FAF3 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; palm down hand: light skin tone                                # E14.0  [1] (🫳🏻)
1FAF3 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; palm down hand: medium-light skin tone                         # E14.0  [1] (🫳🏼)
1FAF3 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; palm down hand: medium skin tone                               # E14.0  [1] (🫳🏽)
1FAF3 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; palm down hand: medium-dark skin tone                          # E14.0  [1] (🫳🏾)
1FAF3 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; palm down hand: dark skin tone                                 # E14.0  [1] (🫳🏿)
1FAF4 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; palm up hand: light skin tone                                  # E14.0  [1] (🫴🏻)
1FAF4 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; palm up hand: medium-light skin tone                           # E14.0  [1] (🫴🏼)
1FAF4 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; palm up hand: medium skin tone                                 # E14.0  [1] (🫴🏽)
1FAF4 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; palm up hand: medium-dark skin tone                            # E14.0  [1] (🫴🏾)
1FAF4 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; palm up hand: dark skin tone                                   # E14.0  [1] (🫴🏿)
1FAF5 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; index pointing at the viewer: light skin tone                  # E14.0  [1] (🫵🏻)
1FAF5 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; index pointing at the viewer: medium-light skin tone           # E14.0  [1] (🫵🏼)
1FAF5 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; index pointing at the viewer: medium skin tone                 # E14.0  [1] (🫵🏽)
1FAF5 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; index pointing at the viewer: medium-dark skin tone            # E14.0  [1] (🫵🏾)
1FAF5 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; index pointing at the viewer: dark skin tone                   # E14.0  [1] (🫵🏿)
1FAF6 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; heart hands: light skin tone                                   # E14.0  [1] (🫶🏻)
1FAF6 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; heart hands: medium-light skin tone                            # E14.0  [1] (🫶🏼)
1FAF6 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; heart hands: medium skin tone                                  # E14.0  [1] (🫶🏽)
1FAF6 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; heart hands: medium-dark skin tone                             # E14.0  [1] (🫶🏾)
1FAF6 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; heart hands: dark skin tone                                    # E14.0  [1] (🫶🏿)
1FAF7 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; leftwards pushing hand: light skin tone                        # E15.0  [1] (🫷🏻)
1FAF7 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; leftwards pushing hand: medium-light skin tone                 # E15.0  [1] (🫷🏼)
